unnamed:_0,job_title,salary_estimate,job_description,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,min_salary,max_salary,company_name_clean,avg_salary,min_salary_norm,max_salary_norm,avg_salary_norm,type_of_ownership_encoded,industry_encoded,sector_encoded,salary_range,city,state,company_size_encoded,revenue_million,company_age,job_title_simplified
58,data scientist,$80K-$139K (Glassdoor est.),Job Description,3.7,"northrop grumman
3.7","san diego, ca","falls church, va",10000+ employees,1939,company - public,aerospace & defense,aerospace & defense,$10+ billion (usd),-1,,,northrop grumman,,0.0,0.0,0.0,3,3,2,,san diego,ca,7.0,10000.0,87,scientist
59,data scientist,$56K-$95K (Glassdoor est.),Job Description,3.5,"sartorius
3.5","albuquerque, nm","gottingen, germany",5001 to 10000 employees,1870,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $2 billion (usd),-1,,,sartorius,,0.0,0.0,0.0,3,8,5,,albuquerque,nm,6.0,1500.0,156,scientist
60,data scientist,$120K-$189K (Glassdoor est.),Job Description,4.1,"netskope
4.1","san francisco, ca","santa clara, ca",501 to 1000 employees,2012,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",,,netskope,,0.0,0.0,0.0,2,19,13,,san francisco,ca,4.0,0.0,14,scientist
61,data scientist,$111K-$176K (Glassdoor est.),Job Description,4.7,"1904labs
4.7","saint louis, mo","saint louis, mo",51 to 200 employees,2016,company - private,it services,information technology,unknown / non-applicable,"Slalom, Daugherty Business Solutions",,,1904labs,,0.0,0.0,0.0,2,35,13,,saint louis,mo,2.0,0.0,10,scientist
64,business intelligence analyst,-1,Job Description,3.1,"amica mutual
3.1","lincoln, ri","lincoln, ri",1001 to 5000 employees,1907,company - private,insurance carriers,insurance,$1 to $2 billion (usd),-1,,,amica mutual,,0.0,0.0,0.0,2,32,14,,lincoln,ri,5.0,1500.0,119,analyst
65,senior data scientist,$82K-$132K (Glassdoor est.),Job Description,4.4,"the david j. joseph company
4.4","cincinnati, oh","cincinnati, oh",201 to 500 employees,1885,subsidiary or business segment,metals brokers,mining & metals,unknown / non-applicable,-1,,,the david j. joseph company,,0.0,0.0,0.0,11,39,17,,cincinnati,oh,3.0,0.0,141,scientist
66,data scientist,$84K-$146K (Glassdoor est.),Job Description,4.3,"useready
4.3","new york, ny","new york, ny",201 to 500 employees,2011,company - private,consulting,business services,$10 to $25 million (usd),-1,,,useready,,0.0,0.0,0.0,2,13,6,,new york,ny,3.0,17.5,15,scientist
67,senior risk data scientist,$107K-$172K (Glassdoor est.),Job Description,3.8,"bill.com
3.8","palo alto, ca","palo alto, ca",501 to 1000 employees,2006,company - public,financial transaction processing,finance,$50 to $100 million (usd),-1,,,bill.com,,0.0,0.0,0.0,3,23,10,,palo alto,ca,4.0,75.0,20,scientist
68,data scientist in artificial intelligence early career,$49K-$85K (Glassdoor est.),Job Description,3.8,"pacific northwest national laboratory
3.8","richland, wa","richland, wa",1001 to 5000 employees,1965,government,energy,"oil, gas, energy & utilities",$500 million to $1 billion (usd),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",,,pacific northwest national laboratory,,0.0,0.0,0.0,5,18,19,,richland,wa,5.0,750.0,61,scientist
69,data scientist,-1,Job Description,4.5,"blue owl
4.5","san francisco, ca","san francisco, ca",51 to 200 employees,2016,company - private,internet,information technology,unknown / non-applicable,-1,,,blue owl,,0.0,0.0,0.0,2,33,13,,san francisco,ca,2.0,0.0,10,scientist
70,data scientist,$61K-$109K (Glassdoor est.),Job Description,3.8,"dick's sporting goods - corporate
3.8","coraopolis, pa","coraopolis, pa",10000+ employees,1948,company - public,sporting goods stores,retail,$5 to $10 billion (usd),"REI, Academy Sports + Outdoors, Cabela's",,,dick's sporting goods - corporate,,0.0,0.0,0.0,3,50,21,,coraopolis,pa,7.0,7500.0,78,scientist
71,data scientist,-1,Job Description,2.2,"great-circle technologies
2.2","chantilly, va","chantilly, va",1 to 50 employees,2000,company - private,enterprise software & network solutions,information technology,$1 to $5 million (usd),-1,,,great-circle technologies,,0.0,0.0,0.0,2,19,13,,chantilly,va,1.0,3.0,26,scientist
72,data scientist,$88K-$148K (Glassdoor est.),Job Description,2.8,"berg health
2.8","framingham, ma","framingham, ma",51 to 200 employees,2006,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $5 million (usd),-1,,,berg health,,0.0,0.0,0.0,2,8,5,,framingham,ma,2.0,3.0,20,scientist
73,data scientist,$60K-$99K (Glassdoor est.),Job Description,4.7,"oversight systems
4.7","atlanta, ga","atlanta, ga",51 to 200 employees,2003,company - private,computer hardware & software,information technology,$25 to $50 million (usd),-1,,,oversight systems,,0.0,0.0,0.0,2,11,13,,atlanta,ga,2.0,37.5,23,scientist
74,data scientist,-1,Job Description,4.9,"avlino
4.9",new jersey,"holmdel, nj",1 to 50 employees,2013,company - private,enterprise software & network solutions,information technology,less than $1 million (usd),-1,,,avlino,,0.0,0.0,0.0,2,19,13,,new jersey,unknown,1.0,0.5,13,scientist
75,data scientist - research,$41K-$72K (Glassdoor est.),Job Description,3.1,"c space
3.1","boston, ma","boston, ma",201 to 500 employees,1999,company - public,advertising & marketing,business services,$100 to $500 million (usd),"IDEO, Gongos, Inc., Ipsos",,,c space,,0.0,0.0,0.0,3,2,6,,boston,ma,3.0,300.0,27,scientist
76,data scientist,$96K-$161K (Glassdoor est.),Job Description,3.2,"numeric, llc
3.2","philadelphia, pa","chadds ford, pa",1 to 50 employees,-1,company - private,staffing & outsourcing,business services,$5 to $10 million (usd),-1,,,"numeric, llc",,0.0,0.0,0.0,2,51,6,,philadelphia,pa,1.0,7.5,2027,scientist
77,r&d data analysis scientist,$65K-$130K (Glassdoor est.),Job Description,4.0,"hp inc.
4.0","vancouver, wa","palo alto, ca",10000+ employees,1939,company - public,computer hardware & software,information technology,unknown / non-applicable,-1,,,hp inc.,,0.0,0.0,0.0,3,11,13,,vancouver,wa,7.0,0.0,87,scientist
78,analytics consultant,$52K-$81K (Glassdoor est.),Job Description,4.4,"springml
4.4","indianapolis, in","pleasanton, ca",1 to 50 employees,2015,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,springml,,0.0,0.0,0.0,2,19,13,,indianapolis,in,1.0,0.0,11,other
79,"director, data science",$139K-$220K (Glassdoor est.),Job Description,3.6,"grainger
3.6","lake forest, il","lake forest, il",10000+ employees,1927,company - public,wholesale,business services,$10+ billion (usd),-1,,,grainger,,0.0,0.0,0.0,3,62,6,,lake forest,il,7.0,10000.0,99,other
80,scientist,$50K-$102K (Glassdoor est.),Job Description,2.7,"eag laboratories
2.7","maryland heights, mo","san diego, ca",501 to 1000 employees,1978,subsidiary or business segment,research & development,business services,$50 to $100 million (usd),-1,,,eag laboratories,,0.0,0.0,0.0,11,47,6,,maryland heights,mo,4.0,75.0,48,scientist
81,data scientist sr,$85K-$139K (Glassdoor est.),Job Description,3.9,"the buffalo group
3.9","charlottesville, va","reston, va",501 to 1000 employees,2010,company - private,it services,information technology,$100 to $500 million (usd),"ManTech, Booz Allen Hamilton, Leidos",,,the buffalo group,,0.0,0.0,0.0,2,35,13,,charlottesville,va,4.0,300.0,16,scientist
82,data scientist,$74K-$122K (Glassdoor est.),Job Description,3.1,"carmeuse
3.1","pittsburgh, pa","louvain-la-neuve, belgium",1001 to 5000 employees,1860,company - private,mining,mining & metals,$1 to $2 billion (usd),"Lhoist, Graymont, Sibelco Group",,,carmeuse,,0.0,0.0,0.0,2,40,17,,pittsburgh,pa,5.0,1500.0,166,scientist
83,r&d sr data scientist,$99K-$157K (Glassdoor est.),Job Description,4.0,"hp inc.
4.0","vancouver, wa","palo alto, ca",10000+ employees,1939,company - public,computer hardware & software,information technology,unknown / non-applicable,-1,,,hp inc.,,0.0,0.0,0.0,3,11,13,,vancouver,wa,7.0,0.0,87,scientist
84,customer data scientist/sales engineer (bay,$79K-$222K (Glassdoor est.),Job Description,4.3,"h2o.ai
4.3","mountain view, ca","mountain view, ca",201 to 500 employees,2011,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,h2o.ai,,0.0,0.0,0.0,2,19,13,,mountain view,ca,3.0,0.0,15,scientist
85,research scientist,$57K-$118K (Glassdoor est.),Job Description,1.9,"gns healthcare
1.9","cambridge, ma","cambridge, ma",51 to 200 employees,2000,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$10 to $25 million (usd),-1,,,gns healthcare,,0.0,0.0,0.0,2,8,5,,cambridge,ma,2.0,17.5,26,scientist
86,data scientist,$83K-$137K (Glassdoor est.),Job Description,3.3,"peraton
3.3","chantilly, va","herndon, va",1001 to 5000 employees,2017,company - private,aerospace & defense,aerospace & defense,$1 to $2 billion (usd),-1,,,peraton,,0.0,0.0,0.0,2,3,2,,chantilly,va,5.0,1500.0,9,scientist
87,data scientist,$86K-$141K (Glassdoor est.),Job Description,4.4,"pactera
4.4","san jose, ca","beijing, china",10000+ employees,1995,company - private,it services,information technology,$500 million to $1 billion (usd),"Infosys, EPAM, Accenture",,,pactera,,0.0,0.0,0.0,2,35,13,,san jose,ca,7.0,750.0,31,scientist
88,data scientist,$94K-$154K (Glassdoor est.),Job Description,3.9,"nurx
3.9","san francisco, ca","san francisco, ca",51 to 200 employees,2016,company - private,health care services & hospitals,health care,$1 to $5 million (usd),-1,,,nurx,,0.0,0.0,0.0,2,28,12,,san francisco,ca,2.0,3.0,10,scientist
89,jr. business data analyst,$37K-$76K (Glassdoor est.),Job Description,4.7,"webfx.com
4.7","harrisburg, pa","harrisburg, pa",201 to 500 employees,1997,company - private,advertising & marketing,business services,$25 to $50 million (usd),-1,,,webfx.com,,0.0,0.0,0.0,2,2,6,,harrisburg,pa,3.0,37.5,29,analyst
90,data scientist,$100K-$160K (Glassdoor est.),Job Description,4.5,"johns hopkins university applied physics laboratory
4.5","laurel, md","laurel, md",5001 to 10000 employees,1942,nonprofit organization,aerospace & defense,aerospace & defense,$1 to $2 billion (usd),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",,,johns hopkins university applied physics laboratory,,0.0,0.0,0.0,7,3,2,,laurel,md,6.0,1500.0,84,scientist
91,data analyst,$55K-$100K (Glassdoor est.),Job Description,4.3,"productive edge
4.3","chicago, il","chicago, il",51 to 200 employees,2008,company - private,computer hardware & software,information technology,$10 to $25 million (usd),"Numerator, Rise Interactive, Salom",,,productive edge,,0.0,0.0,0.0,2,11,13,,chicago,il,2.0,17.5,18,analyst
92,data engineer,$60K-$114K (Glassdoor est.),Job Description,4.0,"excella consulting
4.0","arlington, va","arlington, va",201 to 500 employees,2002,company - private,consulting,business services,$50 to $100 million (usd),-1,,,excella consulting,,0.0,0.0,0.0,2,13,6,,arlington,va,3.0,75.0,24,engineer
93,data analyst,$39K-$68K (Glassdoor est.),Job Description,4.4,"gensco
4.4","tacoma, wa","tacoma, wa",501 to 1000 employees,1948,company - private,wholesale,business services,$100 to $500 million (usd),-1,,,gensco,,0.0,0.0,0.0,2,62,6,,tacoma,wa,4.0,300.0,78,analyst
96,data scientist,$64K-$107K (Glassdoor est.),Job Description,4.2,"gotrg
4.2","miami, fl","miami, fl",501 to 1000 employees,2008,company - private,enterprise software & network solutions,information technology,$100 to $500 million (usd),-1,,,gotrg,,0.0,0.0,0.0,2,19,13,,miami,fl,4.0,300.0,18,scientist
97,data management specialist,$31K-$65K (Glassdoor est.),Job Description,4.5,"nmr consulting
4.5","huntsville, al","chantilly, va",51 to 200 employees,1996,company - private,it services,information technology,$25 to $50 million (usd),-1,,,nmr consulting,,0.0,0.0,0.0,2,35,13,,huntsville,al,2.0,37.5,30,other
98,machine learning engineer,-1,Job Description,4.9,"kodiak robotics
4.9","mountain view, ca","mountain view, ca",51 to 200 employees,2018,company - private,computer hardware & software,information technology,unknown / non-applicable,-1,,,kodiak robotics,,0.0,0.0,0.0,2,11,13,,mountain view,ca,2.0,0.0,8,engineer
99,e-commerce data analyst,$34K-$62K (Glassdoor est.),Job Description,3.5,"iseatz
3.5","new orleans, la","new orleans, la",51 to 200 employees,1999,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,iseatz,,0.0,0.0,0.0,2,19,13,,new orleans,la,2.0,0.0,27,analyst
100,data engineer intern,-1,Job Description,4.7,"thousandeyes
4.7","san francisco, ca","san francisco, ca",201 to 500 employees,2010,company - private,computer hardware & software,information technology,unknown / non-applicable,-1,,,thousandeyes,,0.0,0.0,0.0,2,11,13,,san francisco,ca,3.0,0.0,16,engineer
101,sr. scientist ii,$117K-$231K (Glassdoor est.),Job Description,3.5,"nektar therapeutics
3.5","san francisco, ca","san francisco, ca",201 to 500 employees,1990,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$100 to $500 million (usd),"Bristol-Myers Squibb, Merck, GlaxoSmithKline",,,nektar therapeutics,,0.0,0.0,0.0,3,8,5,,san francisco,ca,3.0,300.0,36,scientist
102,insurance data scientist,$64K-$106K (Glassdoor est.),Job Description,3.9,"transunion
3.9","atlanta, ga","chicago, il",5001 to 10000 employees,1968,company - public,financial analytics & research,finance,$1 to $2 billion (usd),-1,,,transunion,,0.0,0.0,0.0,3,22,10,,atlanta,ga,6.0,1500.0,58,scientist
103,data scientist analyst,-1,Job Description,4.0,"peterson technology partners
4.0","plano, tx","park ridge, il",201 to 500 employees,1997,contract,computer hardware & software,information technology,$25 to $50 million (usd),-1,,,peterson technology partners,,0.0,0.0,0.0,4,11,13,,plano,tx,3.0,37.5,29,scientist
104,data modeler,$79K-$134K (Glassdoor est.),Job Description,4.7,"it concepts
4.7","landover, md","vienna, va",51 to 200 employees,2003,company - private,it services,information technology,$10 to $25 million (usd),-1,,,it concepts,,0.0,0.0,0.0,2,35,13,,landover,md,2.0,17.5,23,other
105,data analyst / scientist,$52K-$93K (Glassdoor est.),Job Description,4.2,"scientific research corporation
4.2","patuxent river, md","atlanta, ga",1001 to 5000 employees,1988,company - private,it services,information technology,$100 to $500 million (usd),-1,,,scientific research corporation,,0.0,0.0,0.0,2,35,13,,patuxent river,md,5.0,300.0,38,scientist
106,scientist,$55K-$116K (Glassdoor est.),Job Description,3.4,"general dynamics information technology
3.4","suitland, md","fairfax, va",10000+ employees,1996,subsidiary or business segment,it services,information technology,$10+ billion (usd),"SAIC, Leidos, Northrop Grumman",,,general dynamics information technology,,0.0,0.0,0.0,11,35,13,,suitland,md,7.0,10000.0,30,scientist
107,data scientist,$72K-$123K (Glassdoor est.),Job Description,3.2,"mitre
3.2","mclean, va","bedford, ma",5001 to 10000 employees,1958,nonprofit organization,federal agencies,government,$1 to $2 billion (usd),"Battelle, General Atomics, SAIC",,,mitre,,0.0,0.0,0.0,7,21,11,,mclean,va,6.0,1500.0,68,scientist
108,data scientist,$74K-$124K (Glassdoor est.),Job Description,3.9,"the buffalo group
3.9","fort belvoir, va","reston, va",501 to 1000 employees,2010,company - private,it services,information technology,$100 to $500 million (usd),"ManTech, Booz Allen Hamilton, Leidos",,,the buffalo group,,0.0,0.0,0.0,2,35,13,,fort belvoir,va,4.0,300.0,16,scientist
109,data analyst,$40K-$73K (Glassdoor est.),Job Description,3.1,"dentaquest
3.1","milwaukee, wi","boston, ma",1001 to 5000 employees,2001,company - private,insurance carriers,insurance,$2 to $5 billion (usd),"MCNA Dental Plans, United Concordia, Delta Dental Plans Association",,,dentaquest,,0.0,0.0,0.0,2,32,14,,milwaukee,wi,5.0,3500.0,25,analyst
110,lead data scientist,$102K-$164K (Glassdoor est.),Job Description,4.1,"redjack
4.1","silver spring, md","silver spring, md",1 to 50 employees,2007,company - private,it services,information technology,unknown / non-applicable,-1,,,redjack,,0.0,0.0,0.0,2,35,13,,silver spring,md,1.0,0.0,19,scientist
111,"scientist, stem cells and genomics",-1,Job Description,5.0,"alector
5.0","south san francisco, ca","south san francisco, ca",51 to 200 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,alector,,0.0,0.0,0.0,3,8,5,,south san francisco,ca,2.0,0.0,13,scientist
112,data scientist,$89K-$153K (Glassdoor est.),Job Description,3.8,"7park data
3.8","new york, ny","new york, ny",51 to 200 employees,2012,company - private,research & development,business services,unknown / non-applicable,-1,,,7park data,,0.0,0.0,0.0,2,47,6,,new york,ny,2.0,0.0,14,scientist
113,data scientist,$61K-$110K (Glassdoor est.),Job Description,4.7,"rapid response monitoring
4.7","syracuse, ny","syracuse, ny",501 to 1000 employees,1992,company - private,security services,business services,unknown / non-applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",,,rapid response monitoring,,0.0,0.0,0.0,2,48,6,,syracuse,ny,4.0,0.0,34,scientist
114,data scientist,-1,Job Description,,bridgerock data,"gainesville, fl","gainesville, fl",1 to 50 employees,-1,unknown,-1,-1,unknown / non-applicable,-1,,,bridgerock data,,0.0,0.0,0.0,12,0,0,,gainesville,fl,1.0,0.0,2027,scientist
115,data engineer,-1,Job Description,4.5,"nuwave solutions
4.5",virginia,"mc lean, va",51 to 200 employees,1999,company - private,it services,information technology,$5 to $10 million (usd),-1,,,nuwave solutions,,0.0,0.0,0.0,2,35,13,,virginia,unknown,2.0,7.5,27,engineer
116,"data scientist, rice university",$65K-$110K (Glassdoor est.),Job Description,4.3,"trilogy ed
4.3","houston, tx","new york, ny",1001 to 5000 employees,2015,subsidiary or business segment,education training services,education,unknown / non-applicable,"General Assembly, Kaplan University, Ironhack",,,trilogy ed,,0.0,0.0,0.0,11,17,9,,houston,tx,5.0,0.0,11,scientist
117,senior data scientist,$200K-$275K(Employer est.),Job Description,4.2,"gallup
4.2","washington, dc","washington, dc",1001 to 5000 employees,1935,company - private,consulting,business services,unknown / non-applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",,,gallup,,0.0,0.0,0.0,2,13,6,,washington,dc,5.0,0.0,91,scientist
118,data engineer,$68K-$123K (Glassdoor est.),Job Description,3.9,"captech
3.9","charlotte, nc","richmond, va",1001 to 5000 employees,1997,company - private,it services,information technology,$100 to $500 million (usd),"Accenture, North Highland, Deloitte",,,captech,,0.0,0.0,0.0,2,35,13,,charlotte,nc,5.0,300.0,29,engineer
119,senior data scientist,$80K-$129K (Glassdoor est.),Job Description,3.3,"american axle & manufacturing
3.3","southfield, mi","detroit, mi",10000+ employees,1994,company - public,transportation equipment manufacturing,manufacturing,$5 to $10 billion (usd),-1,,,american axle & manufacturing,,0.0,0.0,0.0,3,55,15,,southfield,mi,7.0,7500.0,32,scientist
120,financial data analyst,$41K-$72K (Glassdoor est.),Job Description,4.7,"centralreach
4.7","matawan, nj","pompano beach, fl",201 to 500 employees,2012,company - private,computer hardware & software,information technology,unknown / non-applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",,,centralreach,,0.0,0.0,0.0,2,11,13,,matawan,nj,3.0,0.0,14,analyst
121,postdoc scientist - t cell engineering,-1,Job Description,,leah labs,"rochester, mn","rochester, mn",1 to 50 employees,-1,unknown,-1,-1,unknown / non-applicable,-1,,,leah labs,,0.0,0.0,0.0,12,0,0,,rochester,mn,1.0,0.0,2027,scientist
122,senior data analyst,$39K-$71K (Glassdoor est.),Job Description,4.3,"integrate
4.3","phoenix, az","phoenix, az",201 to 500 employees,2010,company - private,enterprise software & network solutions,information technology,$25 to $50 million (usd),-1,,,integrate,,0.0,0.0,0.0,2,19,13,,phoenix,az,3.0,37.5,16,analyst
123,research scientist,$38K-$85K (Glassdoor est.),Job Description,2.9,"boys town hospital
2.9","omaha, ne","omaha, ne",1001 to 5000 employees,1977,hospital,health care services & hospitals,health care,unknown / non-applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",,,boys town hospital,,0.0,0.0,0.0,6,28,12,,omaha,ne,5.0,0.0,49,scientist
124,data scientist,$121K-$193K (Glassdoor est.),Job Description,4.5,"demandbase
4.5","san francisco, ca","san francisco, ca",201 to 500 employees,2006,company - private,computer hardware & software,information technology,$100 to $500 million (usd),"Engagio, Bombora, Terminus",,,demandbase,,0.0,0.0,0.0,2,11,13,,san francisco,ca,3.0,300.0,20,scientist
125,data engineer,$54K-$102K (Glassdoor est.),Job Description,3.4,"sapphire digital
3.4","lyndhurst, nj","lyndhurst, nj",201 to 500 employees,2019,company - private,internet,information technology,unknown / non-applicable,"Zocdoc, Healthgrades",,,sapphire digital,,0.0,0.0,0.0,2,33,13,,lyndhurst,nj,3.0,0.0,7,engineer
